policy,mean_pnl,std_pnl,sharpe,certainty_equivalent,var5,cvar5,mean_abs_invT,mean_fills,mean_turnover,avg_total_lambda
gueant_static,7321.29139998566,13156.593928014747,0.5564731601540278,2844.734110675804,-9726.082124487963,-17481.521500284594,0.41818181818181815,2.518181818181818,125909090.9090909,0.0003822593844215156
inv_skew,7329.490411756759,13052.253024986127,0.5615498257447051,2939.5461722317864,-9726.082124487963,-17101.545754376057,0.4,2.5272727272727273,126363636.36363636,0.00038605168514602113
hawkes_aware,7390.1348635723725,13245.460424925723,0.5579371819846584,2878.077453856331,-10895.836610283675,-17348.839423411453,0.39545454545454545,2.5863636363636364,129318181.81818181,0.0003935330899666352
